phrase,target
The report goes on to provide detailed profiles of ten leading European specialty chemicals companies  and brief profiles of other major players,neutral
Production is scheduled to start by the end of April 2007,neutral
The plant will collect raw material from the Baltic Sea region,neutral
The mill will have capacity to produce 500000 tonnes of pulp per year,neutral
Outotec s delivery covers the engineering  supply and construction of a circulating fluid bed calcination plant with a capacity of 1600 tons of alumina per day,neutral
In addition  the Kazakh delegation will visit Finland s SITRA investment fund  Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC s activities,neutral
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000,neutral
Mr Kari Stadigh will carry on as Chairman of the Board and Mr Matti Arteva as ViceChairman,neutral
Cramo Plc is a service company specialising in construction machinery and equipment rental and rentalrelated services  as well as rental and sale of modular space,neutral
It also includes the installation of new equipment  training and startup services  as well as service work of the shoe press delivered by Vaahto in 2001,neutral
The chilled meat products category led the meat  fish and poultry market in Finland  accounting for a share of 314,neutral
ï½lemiste City is the environment for a knowledgebased economy providing work for 3300 people with the total turnover of its companies amounting to EEK 54 bn   said ï½lo Pï½rnits  chairman of the supervisory board of ï½lemiste City and Mainor,neutral
Quartal Oy now owns 2094063 shares in Satama Interactive Plc  which represents 519 per cent of the share capital and voting rights,neutral
Igor and Oleg Yankov  who currently manage Moron and Vitim  will hold onto the 25  stake for now,neutral
The contract has been allotted as per lowest price criteria,neutral
Simmons Elected DCUC Chairman PORTSMOUTH  NHGordon A Simmons  CEO of Service Credit Union  has been elected chairman of the Defense Credit Union Council for the 20072008 term,neutral
Autotank Group is part of Aspo s Systems Division,neutral
Presentation materials will be posted on the company s website  wwwseahawkdrillingcom in the  Investor Relations  section  on the  Webcast  Presentations  tab,neutral
This includes a EUR 395 mn change in the fair value of investment properties,neutral
ISMS does not disclose its financial results  the daily said,neutral
RSA s shares closed at 1569 p at the time of going to press,neutral
There will be return flights from Stuttgart every morning  as well as evening departures on Thursdays  Fridays and Sundays,neutral
The report contains category level company and brand share as well as distribution share information for 2007 and 2008,neutral
The orders also include a few highpower drives for the control of seismic compressors,neutral
The contract incorporates a Convergent Charging rating solution for voice and data  which includes Internet  GPRS  SMS  MMS and WAP,neutral
When completed  the 120meter Watchtower will be the highest building in Ireland,neutral
Unit prices for straddle carriers vary between EUR700 000 and EUR900 000  the company added,neutral
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe,neutral
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply,neutral
The firm s UK head office is in Rugby Road  Lutterworth,neutral
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter,neutral
The arrangements do not apply to the group s units outside Finland,neutral
Timo Penttila has been appointed new manager responsible for the asset management of Nordea s institutional customers in Finland,neutral
The company has some 410 employees and an annual turnover of EUR65 4 m Vaahto Group is listed on the Nordic Exchange in Helsinki,neutral
The company operates power plants in the Tyumen and Chelyabinsk regions and in the KhantyMansi Autonomous District,neutral
Vaisala  headquartered in Helsinki in Finland  develops and manufactures electronic measurement systems for meteorology  environmental sciences  traffic and industry,neutral
Honkarakenne also decided yesterday to sell 88500 of its B series shares to key staff members for EUR2 9 per share,neutral
Prothious Engineering  wwwprothiouscom  employs more than 1000 and has a large portfolio of projects and an annual detailing capacity of more than 100000 tonnes,neutral
The figure includes the change in the fair value of the property portfolio  EUR 262 million,neutral
The combined value of the planned investments is about EUR 30mn,neutral
The firm s services include copying  printing  CADmodelling  digital printing  scanning  SokoPro project bank and courier services,neutral
Foodservice and consumer goods markets are served by approximately 13000 people in 54 manufacturing units and several sales offices in 33 countries,neutral
The transaction is expected to be finalized by Dec 2009,neutral
Founded in 1946  Strand Associates  which provides civil  environmental  transportation  electrical and mechanical engineering services  has 350 employees at 10 offices in Wisconsin  Alabama  Illinois  Indiana  Kentucky and Ohio,neutral
The volume of investments in the two phases of the project is estimated at USD 300mn  EUR 21503 mn,neutral
The order was valued at over EUR15m,neutral
Pharmaceutical market in Czech Republic Global Research  Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic,neutral
GyPSii service supports ten different languages including Korean and Russian,neutral
